CRN,BELTED_DEATH_COUNT,BELTED_SUSP_SERIOUS_INJ_COUNT,COUNTY,CRASH_MONTH,CRASH_YEAR,DAY_OF_WEEK,DEC_LAT,DEC_LONG,FATAL_COUNT,HOUR_OF_DAY,ILLUMINATION,INJURY_COUNT,INTERSECT_TYPE,LANE_CLOSED,LOCATION_TYPE,MAX_SEVERITY_LEVEL,MCYCLE_DEATH_COUNT,MCYCLE_SUSP_SERIOUS_INJ_COUNT,MOTORCYCLE_COUNT,MUNICIPALITY,NONMOTR_COUNT,NONMOTR_DEATH_COUNT,NONMOTR_SUSP_SERIOUS_INJ_COUNT,PED_COUNT,PED_DEATH_COUNT,PED_SUSP_SERIOUS_INJ_COUNT,PERSON_COUNT,POSSIBLE_INJ_COUNT,RELATION_TO_ROAD,ROAD_CONDITION,SECONDARY_CRASH,SUSP_MINOR_INJ_COUNT,SUSP_SERIOUS_INJ_COUNT,TOT_INJ_COUNT,TOTAL_UNITS,UNB_DEATH_COUNT,UNB_SUSP_SERIOUS_INJ_COUNT,UNBELTED_OCC_COUNT,UNK_INJ_DEG_COUNT,UNK_INJ_PER_COUNT,URBAN_AREA,URBAN_RURAL,WEATHER1,WORK_ZONE_IND,AGGRESSIVE_DRIVING,ALCOHOL_RELATED,ANGLE_CRASH,BACKUP_NONRECURRING,BACKUP_CONGESTION,BICYCLE,CROSS_MEDIAN,CURVE_DVR_ERROR,CURVED_ROAD,DEER_RELATED,DISTRACTED,DRINKING_DRIVER,DRIVER_16YR,DRIVER_17YR,DRIVER_18YR,DRIVER_19YR,DRIVER_20YR,DRIVER_50_64YR,DRIVER_65_74YR,DRIVER_75PLUS,DRUG_RELATED,DRUGGED_DRIVER,ICY_ROAD,ILLUMINATION_DARK,INTERSECTION,INTERSTATE,LANE_DEPARTURE,LEFT_TURN,LIMIT_65MPH,LIMIT_70MPH,MARIJUANA_RELATED,RAMP,RAMP_SEGMENT,REAR_END,ROUNDABOUT,RUNNING_RED_LT,RUNNING_STOP_SIGN,SPEEDING,SPEEDING_RELATED,UNBELTED,UNDERAGE_DRNK_DRV,VULNERABLE_ROAD_USER_FATAL,WET_ROAD,WORK_ZONE,YOUNG_DRIVER,SPEED_LIMIT,STREET_NAME
2022016877,0,0,2,2,2022,3,40.3677,-79.9297,0,14.0,1,1,2,1,0,8,0,0,0,2473,0,0,0,0,0,0,2,0,1,1,N,0,0,1,2,0,0,0,1,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,LEBANON RD
2022015384,0,0,2,1,2022,1,40.4244,-79.9662,0,5.0,3,0,0,0,0,9,0,0,0,2301,0,0,0,0,0,0,1,0,1,2,N,0,0,0,1,0,0,0,0,1,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,JANE ST
2022038607,0,0,2,4,2022,1,40.4471,-80.049,0,2.0,3,0,1,0,0,9,0,0,0,2301,0,0,0,0,0,0,5,0,2,1,N,0,0,0,1,0,0,0,0,5,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,DICKENS ST
2022025647,0,0,2,2,2022,3,40.541,-80.1223,0,9.0,1,1,0,1,0,3,0,0,0,2125,0,0,0,0,0,0,3,0,1,1,N,1,0,1,3,0,0,0,0,0,3,4,3,Y,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.0,RAYMOND P SHAFER HW
2022023970,0,0,2,3,2022,4,40.5044,-80.0832,0,7.0,1,1,2,2,0,8,0,0,0,2405,0,0,0,0,0,0,1,0,5,1,N,0,0,1,1,0,0,0,1,0,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,OHIO RIVER BL
2022023035,0,0,2,3,2022,5,40.4778,-79.736,0,14.0,1,1,2,1,0,3,0,0,0,2466,0,0,0,0,0,0,2,0,1,1,N,1,0,1,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,SALTSBURG RD
2022019414,0,0,2,2,2022,2,40.4525,-80.0401,0,3.0,3,0,0,2,0,0,0,0,0,2301,0,0,0,0,0,0,1,0,5,1,N,0,0,0,1,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,CORLISS ST
2022017702,0,0,2,2,2022,4,40.5129,-80.1536,0,21.0,2,0,0,0,0,0,0,0,0,2420,0,0,0,0,0,0,1,0,5,1,N,0,0,0,1,0,0,0,0,0,3,4,3,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,STATE AV
2022017998,0,0,2,2,2022,6,40.5923,-79.948,0,11.0,1,0,0,1,7,0,0,0,0,2207,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,4,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,WILLIAM FLINN HW
2022020812,0,0,2,2,2022,1,40.4528,-80.0392,0,16.0,1,0,2,1,4,0,0,0,0,2301,0,0,0,0,0,0,4,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,35.0,WEST CARSON ST
2022015776,0,0,2,2,2022,7,40.4489,-80.0007,0,1.0,3,0,1,0,0,0,0,0,0,2301,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,1,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,SR 0028 HW
2022018309,0,0,2,2,2022,7,40.399,-79.9489,0,2.0,3,0,0,2,0,0,0,0,0,2403,0,0,0,0,0,0,2,0,4,2,N,0,0,0,2,0,0,0,0,0,3,4,3,N,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,EAST CARSON ST
2022023124,0,0,2,3,2022,2,40.4275,-79.9951,0,2.0,2,1,0,2,0,3,0,0,0,2301,0,0,0,0,0,0,1,0,5,9,N,1,0,1,1,0,0,0,0,0,3,4,7,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,MCARDLE RD
2022026819,0,0,2,3,2022,3,40.4139,-79.8459,0,21.0,3,0,2,1,0,0,0,0,0,2431,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,40.0,LINCOLN HW
2022026615,0,0,2,3,2022,3,40.4353,-79.919,0,20.0,3,0,1,2,0,0,0,0,0,2301,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,1,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,25.0,SHADY AV
2022017526,0,0,2,2,2022,1,40.3376,-80.0123,0,1.0,3,1,0,1,0,3,0,0,0,2407,0,0,0,0,0,0,1,0,5,1,N,1,0,1,1,0,0,0,0,0,3,4,3,N,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,BROUGHTON RD
2022019868,0,0,2,2,2022,5,40.4442,-80.0281,0,2.0,3,1,1,0,3,2,0,0,0,2301,0,0,0,0,0,0,1,0,4,1,N,0,1,1,1,0,1,1,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,WEST END BR
2022018220,0,0,2,2,2022,7,40.4051,-80.0152,0,9.0,1,0,0,0,7,0,0,0,0,2301,0,0,0,0,0,0,1,0,5,7,N,0,0,0,2,0,0,0,0,0,3,4,10,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,PIONEER AV
2022025180,0,0,2,3,2022,4,40.354,-79.8232,0,7.0,1,0,1,2,0,0,0,0,0,2477,0,0,0,0,0,0,2,0,1,9,N,0,0,0,2,0,0,0,0,0,3,4,10,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,PENNSYLVANIA AV
2022006240,0,0,2,1,2022,3,40.4677,-80.0835,0,10.0,1,1,2,2,0,8,0,0,0,2126,0,0,0,0,0,0,1,0,5,6,N,0,0,1,1,0,0,0,1,0,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,CHARTIERS AV
2022014387,0,0,2,2,2022,4,40.4277,-80.2945,0,6.0,2,0,2,0,0,0,0,0,0,2203,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,0,0,0,3,3,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,POTATO GARDEN RUN RD
2022016982,0,0,2,2,2022,4,40.4972,-79.9357,0,3.0,3,0,0,0,3,0,0,0,0,2461,0,0,0,0,0,0,1,0,2,1,N,0,0,0,1,0,0,0,0,0,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,SR 0028 HW
2022017252,0,0,2,2,2022,4,40.3908,-79.9497,0,7.0,1,0,0,2,0,0,0,0,0,2403,0,0,0,0,0,0,2,0,1,1,N,0,0,0,1,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,GLASS RUN RD
2022022314,0,0,2,3,2022,5,40.4026,-80.0008,0,17.0,1,0,0,0,0,0,0,0,0,2301,0,0,0,0,0,0,2,0,4,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,SAW MILL RUN BL
2022017263,0,0,2,2,2022,4,40.4037,-79.9091,0,8.0,1,1,0,0,0,4,0,0,0,2438,0,0,0,0,0,0,2,1,1,1,N,0,0,1,2,0,0,0,0,0,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,WEST ST
2022022790,0,0,2,3,2022,6,40.4925,-80.0494,0,15.0,1,0,1,1,0,0,0,0,0,2404,0,0,0,0,0,0,8,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,BRIGHTON RD
2022015520,0,0,2,2,2022,5,40.4217,-80.0499,0,18.0,4,1,1,0,0,3,0,0,0,2435,0,0,0,0,0,0,2,0,1,1,N,1,0,1,2,0,0,0,0,0,3,4,99,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,POPLAR ST
2022023213,0,0,2,3,2022,2,40.4557,-79.8932,0,7.0,1,0,0,0,0,9,0,0,0,2301,0,0,0,0,0,0,1,0,1,9,N,0,0,0,2,0,0,0,0,1,3,4,7,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,25.0,BENNETT ST
2022034786,0,0,2,3,2022,5,40.5687,-80.2141,0,12.0,1,0,0,1,1,0,0,0,0,2441,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,1,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,40.0,OHIO RIVER BL
2022045095,0,0,2,5,2022,7,40.4655,-79.825,0,2.0,3,0,0,0,7,9,0,0,0,2113,0,0,0,0,0,0,1,0,4,1,N,0,0,0,1,0,0,0,0,1,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,RODI RD
2022017272,0,0,2,2,2022,4,40.4542,-79.9487,0,10.0,1,0,0,0,7,0,0,0,0,2301,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,BAUM BL
2022019882,0,0,2,2,2022,5,40.4572,-80.0303,0,4.0,3,0,2,0,0,0,0,0,0,2301,0,0,0,0,0,0,1,0,5,1,N,0,0,0,1,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,COLUMBUS AV
2022018096,0,0,2,2,2022,6,40.4451,-79.7054,0,18.0,2,0,0,2,0,0,0,0,0,2466,0,0,0,0,0,0,2,0,1,2,N,0,0,0,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,OLD FRANKSTOWN RD
2022023048,0,0,2,3,2022,1,40.4493,-79.9014,0,17.0,1,2,1,0,0,3,0,0,0,2301,0,0,0,0,0,0,3,0,1,1,N,2,0,2,2,0,0,0,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,PENN AV
2022026439,0,0,2,3,2022,7,40.522,-80.1911,0,23.0,3,0,0,0,0,0,0,0,0,2213,0,0,0,0,0,0,2,0,4,2,N,0,0,0,1,0,0,0,0,0,3,4,10,N,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,MOONCREST DR
2022026195,0,0,2,1,2022,2,40.5487,-79.8229,0,23.0,2,0,0,2,0,0,0,0,0,2208,0,0,0,0,0,0,1,0,2,7,N,0,0,0,1,0,0,0,0,0,3,4,10,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,ALLEGHENY VALLEY EX
2022038414,0,0,2,4,2022,1,40.4399,-80.0495,0,8.0,1,0,0,2,0,0,0,0,0,2301,0,0,0,0,0,0,1,0,4,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,ARNOLD ST
2022017100,0,0,2,2,2022,3,40.5008,-80.114,0,7.0,1,0,0,0,0,0,0,0,0,2126,0,0,0,0,0,0,2,0,1,1,N,0,0,0,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,FLEMING PARK RD
2022017274,0,0,2,2,2022,4,40.447,-80.1676,0,10.0,1,0,0,1,0,9,0,0,0,2115,0,0,0,0,0,0,4,0,1,1,N,0,0,0,3,0,0,0,0,1,3,4,3,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,SR 0022 HW
2022019877,0,0,2,2,2022,1,40.4003,-79.9504,0,5.0,2,0,0,1,0,0,0,0,0,2403,0,0,0,0,0,0,1,0,2,2,N,0,0,0,1,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,EAST CARSON ST
2022017810,0,0,2,2,2022,7,40.4273,-79.9677,0,1.0,3,2,0,1,0,4,0,0,0,2301,0,0,0,0,0,0,5,2,1,1,N,0,0,2,2,0,0,0,0,0,3,4,3,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,EAST CARSON ST
2022022984,0,0,2,2,2022,2,40.3395,-80.0377,0,9.0,1,0,0,0,0,0,0,0,0,2407,0,0,0,0,0,0,1,0,1,7,N,0,0,0,2,0,0,0,0,0,3,4,4,N,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,SUMMIT ST
2022020691,0,0,2,2,2022,7,40.4057,-80.0186,0,23.0,3,1,0,2,7,4,0,0,0,2301,0,0,0,0,0,0,3,1,1,1,N,0,0,1,2,0,0,0,0,0,3,4,3,N,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,WEST LIBERTY AV
